company_name,rating,reviews,company_type,locations
Sanjeev Auto Parts Manufacturers,4.0,(241),Auto Components,Aurangabad +3 other locations
ASUS,4.2,(241),Consumer Electronics & Appliances,Mumbai +52 other locations
VERITY GLOBAL SOLUTIONS,3.4,(241),Investment Banking / Venture Capital / Private Equity,Bangalore / Bengaluru +11 other locations
Billabong High International School,3.7,(241),Education & Training,Mumbai +20 other locations
Sigachi Industries,3.7,(241),Pharma,Bharuch +16 other locations
Dalmia Bharat Sugar & Industries,4.1,(241),Food Processing,Kolhapur +19 other locations
IIFL Securities,3.8,(241),Financial Services,Mumbai +40 other locations
SevenMentor,4.3,(240),Education & Training,Pune +3 other locations
Clearpack,4.1,(240),Industrial Machinery,Greater Noida +17 other locations
Galgotias University,3.3,(240),Education & Training,Greater Noida +11 other locations
Hofincons Infotech & Industrial Services,4.1,(240),Industrial Machinery,Chennai +39 other locations
Sophos Technologies,3.8,(240),Software Product,Ahmedabad +8 other locations
Vee Healthtek,3.8,(240),BPO,Chennai +12 other locations
Mangalam Cement,4.0,(240),Building Material,Kota +29 other locations
Hidden Brains InfoTech,3.4,(240),IT Services & Consulting,Ahmedabad +7 other locations
Galgotias University,3.3,(240),Education & Training,Greater Noida +11 other locations
Kisna Diamonds - HK Jewels,3.4,(240),Jewellery,Mumbai +48 other locations
LOTS Wholesale Solutions,3.9,(240),Food Processing,New Delhi +5 other locations
Diamond Beverages,3.1,(240),Beverage,Kolkata +5 other locations
Latinem,3.8,(240),Real Estate,Hyderabad / Secunderabad +3 other locations
Data Marshall,3.3,(246),Analytics & KPO,Hyderabad / Secunderabad +5 other locations
Netenrich Technologies,3.2,(240),Software Product,Hyderabad / Secunderabad +7 other locations
The Sparks Foundation,4.2,(240),Education & Training,Mumbai +20 other locations
Health Insurance TPA of India,3.9,(240),Insurance,Noida +23 other locations
Onkar Infotech,3.7,(239),BPO,Gurgaon / Gurugram +3 other locations
Sika,3.8,(239),Chemicals,Mumbai +36 other locations
Smith+Nephew,4.1,(239),Medical Equipment,Pune +18 other locations
Net Solutions,3.8,(239),IT Services & Consulting,Chandigarh +4 other locations
Kuwait Oil Company,4.3,(239),Oil & Gas,Chennai +18 other locations
GMM Pfaudler,3.9,(239),Industrial Machinery,Anand +11 other locations
Net Solutions,3.8,(239),IT Services & Consulting,Chandigarh +4 other locations
IndustryBuying.com,3.0,(239),Internet,New Delhi +17 other locations
Jindal India Thermal Power,3.8,(240),Power,Angul +17 other locations
Enviri,3.9,(240),Waste Management,Hyderabad / Secunderabad +19 other locations
Student Life,3.9,(239),Non-Profit,Kolkata +45 other locations
RG Stone Urology & Laparoscopy Hospital,4.0,(239),Healthcare,New Delhi +14 other locations
Aditya Infotech,4.3,(239),IT Services & Consulting,Noida +41 other locations
Alembic,3.9,(239),Pharma,Vadodara +29 other locations
Bombay Stock Exchange,3.7,(239),Financial Services,Mumbai +14 other locations
Ivy Mobility Solutions,2.6,(239),Software Product,Chennai +12 other locations
Simpson,3.5,(239),Auto Components,Chennai +8 other locations
Pahal Financial Services,4.0,(239),NBFC,Ahmedabad +91 other locations
Vision Express,3.9,(239),Retail,Bangalore / Bengaluru +36 other locations
Gyansys Infotech,2.6,(239),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
Arvato,3.7,(238),IT Services & Consulting,Gurgaon / Gurugram +8 other locations
Mfar Constructions,3.6,(238),Engineering & Construction,Bangalore / Bengaluru +13 other locations
Global Opportunities,3.9,(238),EdTech,New Delhi +17 other locations
11:11 Systems,3.4,(238),IT Services & Consulting,Pune +3 other locations
Kamineni Hospitals,4.1,(238),Healthcare,Hyderabad / Secunderabad +8 other locations
Dev Information Technology,3.5,(238),IT Services & Consulting,Ahmedabad +33 other locations
SkillRecruit,4.4,(238),Recruitment,Hyderabad / Secunderabad +11 other locations
Model N,4.5,(238),Software Product,Hyderabad / Secunderabad +1 other locations
e-Procurement Technologies,3.3,(238),IT Services & Consulting,Ahmedabad +19 other locations
Envestnet Asset Management,4.1,(238),Financial Services,Thiruvananthapuram +7 other locations
Klaus IT Solutions,3.7,(238),IT Services & Consulting,Bangalore / Bengaluru +6 other locations
Madhu Jayanti International,3.3,(238),FMCG,Kolkata +43 other locations
Sales India,4.1,(238),Retail,Ahmedabad +73 other locations
Vasta Global,3.6,(238),Mumbai +7 other locations,Mumbai +7 other locations
Varite,3.4,(239),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
Pacific Cyber Technology,3.5,(238),Electronics Manufacturing,Daman & Diu +9 other locations
Lucy Electric,3.9,(238),Electrical Equipment,Nashik +15 other locations
Entero Healthcare Solutions,4.1,(238),Pharma,Mumbai +26 other locations
Amber,4.1,(238),Internet,Pune +8 other locations
Casio India Company,3.4,(238),Consumer Electronics & Appliances,New Delhi +29 other locations
Indiabulls Real Estate,4.3,(237),Real Estate,Mumbai +23 other locations
Business for Social Responsibility,3.1,(237),Mumbai +20 other locations,Mumbai +20 other locations
Rays Power Infra,4.0,(237),Power,Jaipur +31 other locations
UBI Services,3.6,(237),Banking,Hyderabad / Secunderabad +81 other locations
Toyotetsu India Auto Parts,3.9,(237),Auto Components,Bangalore / Bengaluru +9 other locations
YES SECURITIES,3.5,(237),Investment Banking / Venture Capital / Private Equity,Mumbai +40 other locations
Health Prime Services (India),3.4,(237),Medical Equipment,Mumbai +10 other locations
Zamil Steel Buildings India,4.1,(237),Engineering & Construction,Pune +22 other locations
National Securities Depository,3.3,(237),Financial Services,Mumbai +9 other locations
Goodluck,3.7,(237),Iron & Steel,Ghaziabad +24 other locations
Smc Insurance Brokers,3.6,(237),Insurance,New Delhi +32 other locations
Cogito Tech,2.4,(247),IT Services & Consulting,Noida +4 other locations
Galpha Laboratories,3.6,(237),Pharma,Baddi +27 other locations
Mahindra Defence Systems,4.0,(237),Defence & Aerospace,Pune +24 other locations
Karanwal Capital,4.7,(237),Investment Banking / Venture Capital / Private Equity,Mumbai +2 other locations
Sangam India,3.8,(237),Fashion & Textile,Bhilwara +22 other locations
Tesseract Imaging,4.0,(236),Navi Mumbai +5 other locations,Navi Mumbai +5 other locations
Skylark Infra Engineering Private Limited,3.9,(236),Engineering & Construction,Gurgaon / Gurugram +42 other locations
Chennai Petroleum Corporation,4.5,(236),Oil & Gas,Chennai +11 other locations
Dataflow Group,3.0,(236),IT Services & Consulting,Noida +8 other locations
Arkade Group,3.8,(236),Real Estate,Mumbai +5 other locations
KANINI Software Solutions,3.7,(236),IT Services & Consulting,Chennai +8 other locations
Central Tool Room & Training Centre,4.2,(237),Industrial Machinery,Bhubaneswar +17 other locations
Rishabh Software,3.7,(236),IT Services & Consulting,Vadodara +12 other locations
Botree Software International,3.6,(236),Software Product,Chennai +16 other locations
Godawari Power & Ispat,4.3,(236),Iron & Steel,Raipur +12 other locations
Microchip Technology,3.7,(236),Semiconductors,Bangalore / Bengaluru +6 other locations
Apollo 247,3.4,(241),Healthcare,Hyderabad / Secunderabad +21 other locations
RGBSI,3.3,(237),Software Product,Bangalore / Bengaluru +9 other locations
Sterling Hospitals,3.9,(236),Healthcare,Ahmedabad +15 other locations
Gen,4.0,(236),Software Product,Pune +8 other locations
Riddhi Corporate Services,3.9,(236),IT Services & Consulting,Ahmedabad +52 other locations
Vara United,3.7,(235),IT Services & Consulting,Hyderabad / Secunderabad +29 other locations
TravelTriangle,3.5,(235),Internet,Gurgaon / Gurugram +7 other locations
Fresher Than Fresh,4.0,(236),Retail,Hyderabad / Secunderabad +44 other locations
Honasa Consumer,3.6,(235),Beauty & Personal Care,Gurgaon / Gurugram +43 other locations
Mayfair Hotels & Resorts,4.3,(235),Hospitality,Bhubaneswar +16 other locations
Hartek Group,3.8,(236),Engineering & Construction,Mohali +26 other locations
Star Engineers India,3.7,(235),Auto Components,Pune +16 other locations
Filatex India,3.7,(235),Fashion & Textile,Bharuch +16 other locations
Identifyplus Delivery Services,3.1,(235),Gurgaon / Gurugram +88 other locations,Gurgaon / Gurugram +88 other locations
ICICI Merchant Service,3.3,(235),Banking,Mumbai +55 other locations
Kapture CX,3.4,(235),Software Product,Bangalore / Bengaluru +8 other locations
VISA Steel,3.3,(235),Iron & Steel,Jajpur +16 other locations
Avontix,3.5,(235),Analytics & KPO,Hyderabad / Secunderabad +3 other locations
Upwork,4.3,(235),Internet,Bangalore / Bengaluru +30 other locations
Rittal,3.9,(235),Industrial Machinery,Bangalore / Bengaluru +19 other locations
Focus Energy,3.5,(235),Oil & Gas,Jaisalmer +13 other locations
VISA Steel,3.3,(235),Iron & Steel,Jajpur +16 other locations
Battery Smart,3.3,(235),Auto Components,Gurgaon / Gurugram +26 other locations
Miraj Cinemas,3.8,(235),Media & Entertainment,Mumbai +52 other locations
Randstad Global Capability Center,3.7,(237),Recruitment,Hyderabad / Secunderabad +18 other locations
Avontix,3.5,(235),Analytics & KPO,Hyderabad / Secunderabad +3 other locations
PIX Transmissions,3.8,(235),Petrochemicals,Nagpur +11 other locations
Asian Institute of Medical Sciences,4.0,(235),Faridabad +10 other locations,Faridabad +10 other locations
Kanpur Plastipack,3.6,(235),Packaging,Kanpur +5 other locations
Sila Solutions,3.8,(235),Facility Management Services,Mumbai +22 other locations
Outpace Consulting Services,4.6,(235),Lucknow +17 other locations,Lucknow +17 other locations
Javi Systems,3.5,(234),IT Services & Consulting,Gurgaon / Gurugram +34 other locations
Simar Infrastructures,3.8,(234),Engineering & Construction,Panipat +48 other locations
Chandan Steel,3.4,(234),Metals & Mining,Umbergaon +17 other locations
Marathon Realty,3.9,(234),Real Estate,Mumbai +7 other locations
Maruti Ispat And Pipes,3.7,(235),Iron & Steel,Hyderabad / Secunderabad +10 other locations
IMSI,3.2,(234),Recruitment,Mumbai +41 other locations
Formidium Corp,2.9,(235),Financial Services,Jaipur +5 other locations
Indutch Composites Technology,3.6,(234),Industrial Machinery,Chennai +11 other locations
Triveni Turbines,3.6,(234),Electrical Equipment,Bangalore / Bengaluru +16 other locations
Asian Heart Institute,3.9,(234),Healthcare,Mumbai +5 other locations
Muthoot Money,3.9,(234),NBFC,Hyderabad / Secunderabad +79 other locations
Tatvasoft,3.3,(234),IT Services & Consulting,Ahmedabad +5 other locations
Barmalt Malting,3.9,(234),Food Processing,Gurgaon / Gurugram +14 other locations
Income Tax Department India,4.3,(234),Government,New Delhi +80 other locations
Bombay Rayon Fashions,3.2,(234),Fashion & Textile,Mumbai +20 other locations
KhataBook,3.5,(234),FinTech,Bangalore / Bengaluru +26 other locations
Apollo Pipes,3.9,(235),Building Material,Noida +33 other locations
Hindustan Pencils,4.2,(234),FMCG,Mumbai +60 other locations
Chai Point,3.9,(234),Internet,Bangalore / Bengaluru +16 other locations
GeeksForGeeks,3.0,(234),Education & Training,Noida +10 other locations
Indo German Tool Room,4.2,(233),Government,Aurangabad +20 other locations
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,4.0,(233),Government,Hyderabad / Secunderabad +102 other locations
Autometers Alliance,4.4,(233),Electronics Manufacturing,Noida +14 other locations
American Tower Corporation,3.8,(233),Telecom,Gurgaon / Gurugram +44 other locations
Verzeo,2.7,(233),EdTech,Bangalore / Bengaluru +12 other locations
Pittie Group,3.0,(233),Real Estate,Mumbai +36 other locations
Virgo Laminates,4.1,(233),Building Material,New Delhi +51 other locations
JWIL,4.2,(233),Waste Management,New Delhi +37 other locations
JWIL,4.2,(233),Waste Management,New Delhi +37 other locations
Infoesearch Ites,3.2,(234),Media & Entertainment,Hyderabad / Secunderabad +9 other locations
Galva Decoparts,3.4,(233),Chemicals,Vapi +16 other locations
FEV,3.4,(233),Auto Components,Pune +7 other locations
Jeena Sikho Lifecare,4.1,(243),Healthcare,Chandigarh +46 other locations
GlobusSoft,3.7,(233),IT Services & Consulting,Bangalore / Bengaluru +6 other locations
Pittie Group,3.0,(233),Real Estate,Mumbai +36 other locations
Magnasoft Consulting India,3.4,(233),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
Texas Review,4.1,(233),Education & Training,Hyderabad / Secunderabad +12 other locations
Radnik Exports,4.0,(233),Fashion & Textile,Noida +6 other locations
Parle Elizabeth Tools,4.0,(233),Industrial Machinery,Ahmedabad +10 other locations
CLR Facility Services,3.7,(233),Facility Management Services,Pune +41 other locations
CTM India Limited,3.5,(233),Industrial Machinery,Chennai +19 other locations
WorkIndia,3.1,(233),IT Services & Consulting,Bangalore / Bengaluru +16 other locations
Atibir Industries,3.2,(232),Iron & Steel,Giridih +15 other locations
St. John's Medical College Hospital,4.2,(232),Healthcare,Bangalore / Bengaluru +11 other locations
Rasna,3.3,(232),Food Processing,Ahmedabad +55 other locations
Crown Solutions,3.7,(232),IT Services & Consulting,Chennai +10 other locations
Starmark Software,3.4,(232),IT Services & Consulting,Bangalore / Bengaluru +3 other locations
Cardinal Health,4.0,(232),Pharma,Bangalore / Bengaluru +9 other locations
Allen Solly,4.0,(232),Fashion & Textile,Bangalore / Bengaluru +70 other locations
University of Petroleum & Energy Studies,4.0,(232),Education & Training,Dehradun +12 other locations
VHS Consulting,3.8,(232),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
Neon Laboratories,4.1,(232),Pharma,Mumbai +37 other locations
Innova Captab,4.0,(232),Pharma,Baddi +15 other locations
Amantya Technologies,4.0,(232),IT Services & Consulting,Gurgaon / Gurugram +5 other locations
Covalent Laboratories,3.2,(233),Pharma,Hyderabad / Secunderabad +6 other locations
Net Access India,3.8,(232),IT Services & Consulting,Chennai +31 other locations
Collman Services,3.9,(232),BPO,Chennai +25 other locations
Link Group,3.7,(232),Financial Services,Mumbai +9 other locations
Perfios Software Solutions,3.6,(233),FinTech,Bangalore / Bengaluru +4 other locations
Rajasthan Patrika,3.2,(231),Broadcasting,Jaipur +43 other locations
Fortune Park Hotels,4.1,(231),Hospitality,Ahmedabad +47 other locations
The New India Assurance Co.,4.5,(231),Insurance,Mumbai +80 other locations
Sears Holdings,2.9,(231),Retail,Pune +9 other locations
PMEA Solar Tech Solutions,4.0,(234),Nashik +13 other locations,Nashik +13 other locations
Shalimar Corp,4.3,(231),Real Estate,Lucknow +12 other locations
NBCC,4.0,(231),Real Estate,New Delhi +32 other locations
Vakilsearch,3.2,(231),Legal,Chennai +12 other locations
Turner Construction,4.0,(231),Engineering & Construction,Mumbai +17 other locations
NBCC,4.0,(231),Real Estate,New Delhi +32 other locations
PMEA Solar Tech Solutions,4.0,(234),Nashik +13 other locations,Nashik +13 other locations
Agappe Diagnostics,3.8,(231),Medical Equipment,Kochi +35 other locations
MUNDRA SOLAR TECHNOPARK,3.7,(231),Industrial Machinery,Mundra +22 other locations
Vialto Partners,2.9,(236),Management Consulting,Bangalore / Bengaluru +9 other locations
MQSYS Technologies,3.6,(231),IT Services & Consulting,Chennai +17 other locations
PERSOLKELLY,3.4,(231),Recruitment,Bangalore / Bengaluru +39 other locations
Pharmaceutical job,4.2,(231),Pharma,Mumbai +66 other locations
Vaidik Eduservices,3.2,(231),EdTech,Noida +15 other locations
IVTL Infoview Technologies,3.5,(230),IT Services & Consulting,Chennai +4 other locations
SpanIdea,3.5,(230),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
Broker Network,2.4,(230),Internet,Mumbai +18 other locations
Reliance Home Finance,4.5,(230),NBFC,Mumbai +44 other locations
Xchanging,4.1,(230),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
Save the Children,4.4,(230),Non-Profit,Gurgaon / Gurugram +39 other locations
Leixir Dental Group,4.2,(271),Healthcare,Gurgaon / Gurugram +2 other locations
Verifacts Services,3.3,(230),Recruitment,Bangalore / Bengaluru +10 other locations
Interarch Building Product,4.0,(230),Engineering & Construction,Noida +29 other locations
Ginger Hotels,4.0,(230),Hospitality,Mumbai +40 other locations
Vserve Ebusiness Solutions,4.2,(230),IT Services & Consulting,Coimbatore +9 other locations
Trivitron Healthcare,3.4,(230),Medical Equipment,Chennai +17 other locations
Nagata India,3.8,(230),Metals & Mining,Gurgaon / Gurugram +15 other locations
Jaypee Hotels,3.8,(230),Hospitality,New Delhi +14 other locations
Moveinsync Technology Solutions,3.1,(231),Software Product,Bangalore / Bengaluru +12 other locations
ITW India,3.9,(230),Automobile,Pune +18 other locations
Jaipur National University,3.1,(230),Education & Training,Jaipur +8 other locations
OASYS Cybernetics,3.3,(230),IT Services & Consulting,Chennai +27 other locations
National Insurance Company,4.5,(230),Insurance,Kolkata +80 other locations
Bull Machines,3.9,(230),Engineering & Construction,Coimbatore +31 other locations
Live Connections,3.8,(230),Recruitment,Chennai +8 other locations
SRM Institute of Science and Technology,3.8,(231),Education & Training,Chennai +16 other locations
Naprod Life Sciences,3.5,(230),Pharma,Mumbai +8 other locations
Kapston Services,4.0,(230),Recruitment,Hyderabad / Secunderabad +32 other locations
SUGAR Cosmetics,3.8,(229),Internet,Mumbai +51 other locations
Intuit,3.3,(229),IT Services & Consulting,Bangalore / Bengaluru +13 other locations
Government of West Bengal,3.4,(229),Government,Kolkata +37 other locations
Reecomps Teleservices,3.7,(229),Telecom,Mumbai +48 other locations
Pearl Global Industries,3.8,(229),Fashion & Textile,Gurgaon / Gurugram +11 other locations
Utkarsh Classes,4.1,(257),EdTech,Jodhpur +6 other locations
Tirupati Group,4.1,(229),Pharma,Paonta Sahib +22 other locations
Touchstone Educationals,3.3,(229),Education & Training,Chandigarh +29 other locations
Scania,3.5,(229),Auto Components,Bangalore / Bengaluru +22 other locations
Crest Data Systems,3.7,(229),IT Services & Consulting,Ahmedabad +2 other locations
Kaveri Seed Company,4.0,(229),Hyderabad / Secunderabad +59 other locations,Hyderabad / Secunderabad +59 other locations
Utkarsh Classes,4.1,(257),EdTech,Jodhpur +6 other locations
Shiva Pharmachem,3.8,(229),Chemicals,Vadodara +12 other locations
Simpolo Vitrified,4.0,(229),Building Material,Morvi +41 other locations
Futurz Staffing Solutions,3.7,(229),Recruitment,Mumbai +49 other locations
Linfox Logistics,4.1,(228),Urban Transport,Chennai +34 other locations
TP Western Odisha Distribution,3.5,(235),Sambalpur +22 other locations,Sambalpur +22 other locations
Webtel Electrosoft,3.7,(228),IT Services & Consulting,New Delhi +12 other locations
Annova Solutions,3.8,(228),Pharma,Indore +9 other locations
Bread Financial,3.9,(228),FinTech,Bangalore / Bengaluru +5 other locations
Accentuate Business Solutions,3.4,(228),IT Services & Consulting,Bangalore / Bengaluru +16 other locations
Harita Techserv,3.4,(228),Recruitment,Bangalore / Bengaluru +11 other locations
Antara Senior Care,3.3,(228),Gurgaon / Gurugram +13 other locations,Gurgaon / Gurugram +13 other locations
Nuance Communications,4.1,(227),Software Product,Pune +14 other locations
Essel Group,4.2,(227),Media & Entertainment,Mumbai +38 other locations
Sanoh,4.1,(227),Auto Components,Gurgaon / Gurugram +16 other locations
M.J Global,4.0,(227),Packaging,Noida +10 other locations
Corecard Software,3.8,(227),FinTech,Bhopal +8 other locations
ILS Hospitals,3.6,(227),Healthcare,Kolkata +11 other locations
SunMax Auto Engineering,3.5,(227),Auto Components,Gurgaon / Gurugram +12 other locations
Ammann Apollo,4.1,(227),Industrial Machinery,Ahmedabad +18 other locations
Lentra AI,2.9,(227),Financial Services,Pune +5 other locations
JAY JAY MILLS,4.1,(227),Fashion & Textile,Erode +14 other locations
Suminter India Organics,3.8,(227),FMCG,Mumbai +24 other locations
Niit Foundation,3.9,(227),Education & Training,New Delhi +46 other locations
Arkray Healthcare,3.6,(227),Healthcare,Surat +36 other locations
Jitm Skills,3.3,(227),Education & Training,New Delhi +50 other locations
BillDesk,3.2,(227),FinTech,Mumbai +15 other locations
The BIM Engineers,4.3,(227),Engineering & Construction,Gurgaon / Gurugram +12 other locations
Balaji Enterprises,4.4,(227),Real Estate,New Delhi +72 other locations
Google Pay,3.6,(227),FinTech,Bangalore / Bengaluru +77 other locations
Pinnacle Industries,3.7,(227),Auto Components,Indore +11 other locations
Tata Autocomp Gotion Green Energy Solutions,3.8,(227),Auto Components,Pune +9 other locations
Interocean Group,4.4,(227),Ports & Shipping,New Delhi +19 other locations
Neudesic Technologies,4.0,(228),IT Services & Consulting,Bangalore / Bengaluru +4 other locations
Bazar India,3.7,(226),Retail,Gurgaon / Gurugram +56 other locations
Omprime Technology Private Limited,4.1,(226),IT Services & Consulting,Gurgaon / Gurugram +6 other locations
Affluent Global Services,2.9,(226),IT Services & Consulting,Hyderabad / Secunderabad +13 other locations
Expertrons,3.2,(226),Education & Training,Mumbai +7 other locations
Kriti Industries,3.7,(226),Building Material,Indore +39 other locations
Ivy Hospital,3.5,(226),Healthcare,Chandigarh +13 other locations
Red Bull,4.1,(226),Beverage,Mumbai +48 other locations
ADARSH DEVELOPERS,4.3,(226),Real Estate,Bangalore / Bengaluru +4 other locations
SRM Technologies Pvt.Ltd,3.5,(226),IT Services & Consulting,Chennai +11 other locations
Flash Viven Machining Technologies,3.7,(226),Auto Components,Pune +2 other locations
Pontika Aerotech,3.6,(226),Pharma,Paonta Sahib +9 other locations
LUX Industries,3.5,(226),Fashion & Textile,Kolkata +27 other locations
Premier Indoplast,4.0,(226),Faridabad +19 other locations,Faridabad +19 other locations
ABCD,4.0,(226),Education & Training,Bangalore / Bengaluru +37 other locations
Mantri Developers,3.4,(226),Real Estate,Bangalore / Bengaluru +6 other locations
Paradise Food Court,3.8,(226),Hospitality,Hyderabad / Secunderabad +14 other locations
HMSHost,3.7,(226),FMCG,Bangalore / Bengaluru +11 other locations
FarEye,3.2,(226),Noida +6 other locations,Noida +6 other locations
Milk Mantra Dairy,3.7,(226),Food Processing,Bhubaneswar +26 other locations
Azim Premji Foundation,3.7,(226),Non-Profit,Bangalore / Bengaluru +46 other locations
ExpertCallers,3.6,(226),BPO,Bangalore / Bengaluru +8 other locations
QualiZeal,4.0,(226),IT Services & Consulting,Hyderabad / Secunderabad +3 other locations
NCL BUILDTEK,3.6,(226),Building Material,Hyderabad / Secunderabad +36 other locations
HAL Offshore,4.2,(226),Oil & Gas,Mumbai +28 other locations
Vcare Call Center,3.6,(225),BPO,Noida +11 other locations
Charak Pharma,3.6,(225),Healthcare,Mumbai +41 other locations
Ritu Kumar,4.1,(225),Fashion & Textile,Gurgaon / Gurugram +36 other locations
Weikfield Foods,3.3,(225),Food Processing,Pune +46 other locations
Biotique,3.1,(225),Beauty & Personal Care,Noida +35 other locations
Ratna Sagar,3.9,(225),Printing & Publishing,New Delhi +27 other locations
Radius Global Solutions,2.8,(225),BPO,Mumbai +6 other locations
Innoplexus,4.0,(225),IT Services & Consulting,Pune +1 other locations
Radio Mirchi,3.3,(225),Broadcasting,Mumbai +46 other locations
State Bank Operations Support Services,3.4,(234),New Delhi +137 other locations,New Delhi +137 other locations
NKC Projects,4.0,(225),Engineering & Construction,Gurgaon / Gurugram +26 other locations
CompuGroup Medical,3.4,(225),Software Product,Noida +6 other locations
Sugam Parivahan,4.2,(225),Logistics,Noida +43 other locations
Sonovision-Aetos,3.5,(225),IT Services & Consulting,Bangalore / Bengaluru +3 other locations
Caliber Technologies,3.3,(225),IT Services & Consulting,Hyderabad / Secunderabad +12 other locations
Selectsys,3.7,(225),Software Product,Hyderabad / Secunderabad +2 other locations
Ajay Industrial Corporation,3.7,(225),Industrial Machinery,New Delhi +40 other locations
Lenexis Foodworks,3.6,(225),Hospitality,Mumbai +30 other locations
EVIO,3.9,(225),Power,Mumbai +15 other locations
Cyrix Health Care,4.4,(225),Medical Equipment,Lucknow +38 other locations
Lenexis Foodworks,3.6,(225),Hospitality,Mumbai +30 other locations
Riviera Infraprojects,4.2,(225),Engineering & Construction,Ahmedabad +14 other locations
Niwas Housing Finance,4.0,(229),Mumbai +75 other locations,Mumbai +75 other locations
Radius Global Solutions,2.8,(225),BPO,Mumbai +6 other locations
"Sanjay Ghodawat International School, Kolhapur",3.8,(226),Education & Training,Kolhapur +13 other locations
Om Innovation Call Services,3.6,(224),BPO,New Delhi +12 other locations
Hicare Services,3.9,(224),Facility Management Services,Mumbai +24 other locations
RASI SEEDS,4.0,(225),Agriculture,Hyderabad / Secunderabad +69 other locations
Bekaert Industries,4.0,(224),Electrical Equipment,Pune +8 other locations
Archwell Operations,3.5,(224),IT Services & Consulting,Bangalore / Bengaluru +7 other locations
La Renon Healthcare,4.2,(224),Ahmedabad +47 other locations,Ahmedabad +47 other locations
Army Ordnance Corps,4.8,(224),Defence & Aerospace,New Delhi +62 other locations
Ceragon Networks,3.8,(224),Telecom,New Delhi +29 other locations
Reliance Money,4.3,(224),Financial Services,Mumbai +52 other locations
Prompt Personnel,3.9,(224),Recruitment,Mumbai +32 other locations
Regalo Kitchens,3.7,(224),Architecture & Interior Design,New Delhi +11 other locations
Aachi Foods,4.1,(224),FMCG,Chennai +31 other locations
Spectrum Consultants,2.5,(224),Recruitment,Pune +13 other locations
Prompt Personnel,3.9,(224),Recruitment,Mumbai +32 other locations
Regalo Kitchens,3.7,(224),Architecture & Interior Design,New Delhi +11 other locations
National Small Industries Corporation,3.9,(224),Government,New Delhi +35 other locations
MT Educare,3.0,(223),EdTech,Mumbai +25 other locations
Rolta India,3.0,(223),IT Services & Consulting,Mumbai +12 other locations
Box8,3.5,(224),Hospitality,Bangalore / Bengaluru +18 other locations
Manubhai Jewellers,4.7,(223),Jewellery,Mumbai +2 other locations
AABSyS IT,3.3,(223),IT Services & Consulting,Bhubaneswar +7 other locations
AT&S,3.8,(224),Semiconductors,Mysuru / Mysore +28 other locations
Centaur Billing,3.9,(223),BPO,Chennai +1 other locations
Steelman Telecom,3.8,(223),Kolkata +49 other locations,Kolkata +49 other locations
Uniinfo Telecom Services,3.6,(223),Telecom,Indore +33 other locations
Maral Overseas,3.7,(223),Fashion & Textile,Noida +13 other locations
WEG,4.1,(223),Electronics Manufacturing,Hosur +8 other locations
Shorthills AI,3.8,(223),Emerging Technologies,Gurgaon / Gurugram +4 other locations
Fusion,3.1,(223),IT Services & Consulting,Kolkata +32 other locations
Virohan,4.0,(223),EdTech,Gurgaon / Gurugram +15 other locations
ITI Finance,4.0,(223),Mumbai +95 other locations,Mumbai +95 other locations
BluSmart,3.9,(223),Urban Transport,Gurgaon / Gurugram +9 other locations
Neolite Zkw Lightings,3.8,(223),Auto Components,Bahadurgarh +11 other locations
Parason Machinery,3.3,(223),Industrial Machinery,Aurangabad +9 other locations
Virohan,4.0,(223),EdTech,Gurgaon / Gurugram +15 other locations
Brij Gopal Construction Company,3.8,(223),Engineering & Construction,New Delhi +34 other locations
Nuberg Engineering,3.7,(222),Industrial Machinery,Noida +15 other locations
Mehin,3.9,(222),Software Product,Mumbai +68 other locations
AbbVie Inc.,3.7,(223),Pharma,Bangalore / Bengaluru +31 other locations
Advantum Health,3.0,(222),Healthcare,Hyderabad / Secunderabad +4 other locations
Gold's Gym,3.9,(222),Fitness & Wellness,Mumbai +50 other locations
B4S Solutions,4.1,(222),Law Enforcement & Security,Pune +49 other locations
Narmada Bio Chem,4.8,(222),Agro Chemicals,Ahmedabad +13 other locations
Agiliad,3.4,(222),Engineering & Construction,Pune +5 other locations
Sami-Sabinsa Group,3.1,(222),Pharma,Bangalore / Bengaluru +8 other locations
Linc,3.6,(222),FMCG,Kolkata +31 other locations
Sears IT & Management Services India,3.1,(222),IT Services & Consulting,Pune +3 other locations
Decorpot,3.2,(222),Architecture & Interior Design,Bangalore / Bengaluru +14 other locations
Grazitti Interactive,3.1,(222),IT Services & Consulting,Chandigarh +7 other locations
Kwality Pharmaceuticals,3.7,(222),Pharma,Amritsar +10 other locations
Sand Martin Consultants,2.9,(222),BPO,New Delhi +9 other locations
Umedica Laboratories,3.6,(222),Pharma,Vapi +11 other locations
Born Group,3.5,(222),Marketing & Advertising,Chennai +11 other locations
The Indian Express,4.0,(222),Printing & Publishing,Noida +28 other locations
Coffee Day,3.1,(222),Hospitality,Bangalore / Bengaluru +32 other locations
