company_name,rating,reviews,company_type,locations
Airblack,4.0,(222),EdTech,Gurgaon / Gurugram +6 other locations
Della Adventure Resort,3.8,(222),Hospitality,Pune +17 other locations
OneCard,3.4,(222),FinTech,Pune +11 other locations
SMS Pharmaceuticals,3.2,(222),Pharma,Hyderabad / Secunderabad +5 other locations
La-Gajjar Machineries,4.3,(222),Electronics Manufacturing,Ahmedabad +31 other locations
WPIL,3.4,(222),Building Material,Kolkata +30 other locations
Tecnotree Convergence,3.1,(222),IT Services & Consulting,Bangalore / Bengaluru +2 other locations
Dhandhania Infotech,3.2,(222),IT Services & Consulting,Nagpur +4 other locations
Finorchem Limited,3.8,(223),Petrochemicals,Ankleshwar +7 other locations
Gem Engserv,4.0,(222),Engineering & Construction,Mumbai +21 other locations
Informatica Business Solutions,3.9,(222),Software Product,Bangalore / Bengaluru +3 other locations
Bank Muscat,4.1,(222),Banking,Mumbai +74 other locations
GLA University,3.7,(222),Education & Training,Mathura +12 other locations
Vantive,4.6,(222),Healthcare,Bangalore / Bengaluru +6 other locations
Innoval Digital Solutions,4.7,(222),Software Product,Thiruvananthapuram +6 other locations
Flexituff Ventures International,3.4,(221),Packaging,Indore +16 other locations
Yaantra,3.7,(221),Internet,New Delhi +25 other locations
Religare Finvest,4.3,(221),Financial Services,New Delhi +34 other locations
Evonith Value Steels,4.2,(222),Wardha +11 other locations,Wardha +11 other locations
Ga Digital Web Word,3.5,(221),IT Services & Consulting,New Delhi +47 other locations
Kobelco Construction Equipment India,4.3,(221),Industrial Machinery,Chennai +34 other locations
Orchid Chemicals & Pharmaceuticals,4.1,(221),Pharma,Chennai +24 other locations
APM Terminals,4.4,(221),Ports & Shipping,Mumbai +25 other locations
Skechers,4.1,(221),Retail,Mumbai +55 other locations
Emirates Airlines,3.9,(221),Aviation,Mumbai +16 other locations
Hyva,3.8,(221),Urban Transport,Pune +14 other locations
Med Manor Organics,3.6,(221),Pharma,Hyderabad / Secunderabad +42 other locations
State Street Global Advisors,3.7,(221),Bangalore / Bengaluru +5 other locations,Bangalore / Bengaluru +5 other locations
SLAP,3.8,(221),Management Consulting,Anantapur +15 other locations
KPC Projects,4.0,(228),Engineering & Construction,Hyderabad / Secunderabad +28 other locations
MINISO,3.7,(221),Retail,New Delhi +44 other locations
Z1 Tech,4.2,(221),Marketing & Advertising,Gurgaon / Gurugram +3 other locations
bebo Technologies,3.4,(221),IT Services & Consulting,Chandigarh +7 other locations
Successive Technologies,3.9,(221),IT Services & Consulting,Noida +5 other locations
Impressico Business Solutions,4.5,(221),IT Services & Consulting,Noida +9 other locations
Elevate Services,3.1,(221),Software Product,Gurgaon / Gurugram +6 other locations
Scc Infrastructure,3.8,(221),Engineering & Construction,Ahmedabad +35 other locations
Preethi Kitchen Appliances,3.9,(220),Electronics Manufacturing,Chennai +47 other locations
Nova IVI Fertility,3.7,(220),Healthcare,Bangalore / Bengaluru +44 other locations
MASAI School,4.3,(220),EdTech,Bangalore / Bengaluru +7 other locations
JPM Group,3.8,(220),Industrial Machinery,Gurgaon / Gurugram +22 other locations
Xplore-Tech Services,3.2,(220),BPO,Kolkata +14 other locations
NIELIT,4.1,(220),Education & Training,New Delhi +50 other locations
BeatO,3.2,(220),Fitness & Wellness,New Delhi +7 other locations
Chakr Innovation,3.2,(220),Industrial Machinery,Gurgaon / Gurugram +7 other locations
Verifone,3.1,(220),FinTech,Bangalore / Bengaluru +6 other locations
Beumer Group,3.9,(220),Industrial Machinery,Gurgaon / Gurugram +20 other locations
CGM ARIA Health Services,3.8,(226),Noida +5 other locations,Noida +5 other locations
Essae Digitronics,4.1,(220),Electronics Manufacturing,Bangalore / Bengaluru +33 other locations
Zifo RnD Solutions,3.7,(221),IT Services & Consulting,Chennai +3 other locations
Eversana,3.3,(220),Pharma,Pune +11 other locations
Precision Group,3.5,(220),Industrial Machinery,Chennai +42 other locations
Petrofac Engineering India,4.5,(220),Petrochemicals,Mumbai +12 other locations
Renata Precision Components,3.5,(220),Industrial Machinery,Pune +10 other locations
Promea Therapeutics,4.1,(220),Medical Equipment,Hyderabad / Secunderabad +7 other locations
Teerthanker Mahaveer University,3.4,(220),Education & Training,Moradabad +12 other locations
Hinduja Group,3.8,(220),Automobile,Chennai +56 other locations
Faiveley Transport,4.0,(219),Railways,Hosur +24 other locations
Ibis,4.5,(219),Hospitality,Mumbai +25 other locations
Globus Stores,3.7,(219),Retail,Mumbai +33 other locations
INFOSEC VENTURES,3.2,(219),IT Services & Consulting,Gurgaon / Gurugram +3 other locations
Ichhapurti.com,2.3,(219),Software Product,Gurgaon / Gurugram +27 other locations
BPL Medical Technologies,3.6,(219),Medical Equipment,Bangalore / Bengaluru +31 other locations
Learning Links Foundation,4.1,(219),Non-Profit,New Delhi +41 other locations
Olympus,3.7,(219),Healthcare,Gurgaon / Gurugram +19 other locations
Augtech Nextwealth,3.8,(219),Bhilai Nagar +3 other locations,Bhilai Nagar +3 other locations
iServeU,4.2,(219),FinTech,Bhubaneswar +6 other locations
CP Plus,3.9,(221),Tirupati +30 other locations,Tirupati +30 other locations
Geetanjali Medical College and Hospital,4.3,(219),Healthcare,Udaipur +21 other locations
LinkedIn,4.0,(219),Internet,Bangalore / Bengaluru +8 other locations
Kalyani Maxion Wheels,4.1,(219),Auto Components,Pune +5 other locations
Purnartha Investment Advisors,4.1,(219),Financial Services,Pune +15 other locations
Games24x7,3.7,(219),Gaming,Bangalore / Bengaluru +4 other locations
Lapiz Digital Services,2.9,(219),BPO,Chennai +4 other locations
CPM International,3.9,(219),Recruitment,New Delhi +51 other locations
Himedia Laboratories,3.3,(219),Biotechnology,Mumbai +16 other locations
Wave Infratech,3.9,(219),Real Estate,Noida +8 other locations
Andhra Paper,3.7,(219),Pulp & Paper,Rajahmundry +14 other locations
Ritz-Carlton,4.1,(219),Hospitality,Bangalore / Bengaluru +15 other locations
ION Group,2.8,(219),Software Product,Noida +8 other locations
IPCS GLOBAL SOLUTIONS PVT LTD,4.5,(219),Education & Training,Kochi +27 other locations
D'Decor Home Fabrics,4.1,(219),Fashion & Textile,Mumbai +18 other locations
AGILE AIRPORT SERVICES,3.8,(219),Aviation,New Delhi +34 other locations
Nielsen Sports,3.8,(219),Sports & Recreation,Bangalore / Bengaluru +7 other locations
TRF,3.7,(218),Auto Components,Jamshedpur +18 other locations
Resonance Eduventures,3.8,(218),EdTech,Kota +40 other locations
Tata Housing Development Company,4.3,(218),Real Estate,Mumbai +24 other locations
Shangri-la Hotels & Resorts,4.3,(218),Hospitality,New Delhi +22 other locations
Sutlej Textiles and Industries,3.8,(218),Fashion & Textile,Mumbai +17 other locations
Coastal Marine Construction & Engineering,4.2,(218),Engineering & Construction,Mumbai +24 other locations
Infosearch BPO Services,4.2,(218),BPO,Chennai +5 other locations
iD Fresh Food,4.3,(218),FMCG,Bangalore / Bengaluru +32 other locations
Orange Mantra,3.8,(218),IT Services & Consulting,Gurgaon / Gurugram +7 other locations
Marine Electricals,3.7,(218),Industrial Automation,Mumbai +21 other locations
Lloyds Technology Centre,3.6,(218),IT Services & Consulting,Hyderabad / Secunderabad +8 other locations
Concentrix Catalyst,3.1,(219),IT Services & Consulting,Hyderabad / Secunderabad +9 other locations
Oasis Partners Asia,3.8,(218),Recruitment,Mumbai +89 other locations
Akkodis,3.1,(218),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
Safran Engineering Services India,3.2,(218),Aviation,Bangalore / Bengaluru +7 other locations
Airtel Africa,2.7,(218),Telecom,Gurgaon / Gurugram +11 other locations
Greenway Health,2.9,(219),IT Services & Consulting,Bangalore / Bengaluru +4 other locations
Sneha Farms,4.0,(218),Agriculture,Hyderabad / Secunderabad +22 other locations
MidasCare Pharmaceuticals,3.6,(218),Pharma,Mumbai +32 other locations
Grb Dairy Foods,3.6,(218),Food Processing,Hosur +29 other locations
Veltris,3.7,(218),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
Schott Poonawalla,3.5,(217),Packaging,Vadodara +13 other locations
Software AG,4.3,(217),Software Product,Bangalore / Bengaluru +15 other locations
Ensure Support Services,4.3,(217),IT Services & Consulting,Chennai +46 other locations
Shivam Infocom,4.3,(217),Telecom,New Delhi +29 other locations
Patton International,3.7,(217),Iron & Steel,Kolkata +4 other locations
ONLEI Technologies,4.9,(217),Noida +21 other locations,Noida +21 other locations
XenonStack,3.3,(217),Emerging Technologies,Mohali +9 other locations
Matrix ComSec,3.7,(218),Law Enforcement & Security,Vadodara +12 other locations
King George's Medical University,4.1,(217),Education & Training,Lucknow +14 other locations
Blazeclan Technologies,3.6,(217),IT Services & Consulting,Pune +8 other locations
Man Industries,3.5,(217),Iron & Steel,Mumbai +15 other locations
Megafine Pharma,3.8,(217),Pharma,Nashik +10 other locations
Changepond Technologies,2.9,(217),IT Services & Consulting,Chennai +4 other locations
Kserve Bpo,4.5,(217),BPO,Mumbai +5 other locations
EFKON INDIA,3.7,(216),IT Services & Consulting,Gurgaon / Gurugram +23 other locations
KFA Consultant,1.3,(216),Dubai +2 other locations,Dubai +2 other locations
Balasore Alloys,3.3,(216),Metals & Mining,Balasore +15 other locations
Prithvi Innerwears Private Limited,4.8,(216),Fashion & Textile,Tiruppur +23 other locations
Pha India,4.0,(216),Auto Components,Chennai +13 other locations
Kanoria Chemicals & Industries,3.9,(216),Chemicals,Ankleshwar +16 other locations
United India Insurance Company,4.5,(216),Insurance,Chennai +80 other locations
Aditya Birla Money,3.9,(216),Chennai +43 other locations,Chennai +43 other locations
Bharathi Cement,4.0,(216),Building Material,Kadapa +34 other locations
Techahead Software,4.1,(216),IT Services & Consulting,Noida +7 other locations
Merkle,3.4,(217),Mumbai +12 other locations,Mumbai +12 other locations
EY-Parthenon,2.9,(216),Bangalore / Bengaluru +13 other locations,Bangalore / Bengaluru +13 other locations
Zones Corporate Solutions,3.0,(217),IT Services & Consulting,Bangalore / Bengaluru +7 other locations
MKCL,3.6,(216),Education & Training,Pune +27 other locations
VisionTek,3.5,(216),Telecom,Hyderabad / Secunderabad +28 other locations
Shankaranarayana Constructions,3.9,(217),Engineering & Construction,Bangalore / Bengaluru +20 other locations
Adani Airport Holdings,3.1,(216),Aviation,Ahmedabad +14 other locations
Numerator,4.0,(216),Software Product,Vadodara +3 other locations
Fragomen Immigration Services,3.6,(216),Travel & Tourism,Kochi +11 other locations
Droom,3.3,(216),Internet,Gurgaon / Gurugram +1 other locations
Mvs Acmei Technologies,4.1,(216),Industrial Machinery,Hyderabad / Secunderabad +36 other locations
Texas Instruments,3.9,(216),Semiconductors,Bangalore / Bengaluru +9 other locations
Credgenics,3.9,(216),FinTech,Noida +6 other locations
ICPA Health Products,3.3,(216),Healthcare,Mumbai +36 other locations
Albert David,3.5,(216),Pharma,Kolkata +39 other locations
S&IB Services,3.9,(216),Facility Management Services,Kolkata +36 other locations
HEG,3.7,(217),Semiconductors,Bhopal +11 other locations
Lubi Industries Llp,4.1,(216),Industrial Machinery,Ahmedabad +35 other locations
VRC Constructions India,3.8,(216),Engineering & Construction,New Delhi +38 other locations
Pattern Technologies,4.4,(216),IT Services & Consulting,Pune +1 other locations
Forvia,3.4,(216),Auto Components,Pune +13 other locations
20Cube Logistics,3.7,(216),Logistics,Chennai +30 other locations
Sanghvi Movers,4.3,(216),Industrial Machinery,Pune +27 other locations
South Eastern Coalfields,4.3,(215),Metals & Mining,Bilaspur +30 other locations
Flyhomes,4.3,(215),Internet,Noida +9 other locations
Algoworks Technologies,3.3,(215),IT Services & Consulting,Noida +5 other locations
Valenta AI Private Limited,4.4,(215),Emerging Technologies,Bangalore / Bengaluru +12 other locations
Flair Writing Instruments,3.7,(215),Other,Mumbai +52 other locations
Garden Silk Mills,3.6,(215),Fashion & Textile,Surat +11 other locations
Flair Writing Instruments,3.7,(215),Other,Mumbai +52 other locations
Little Millennium,3.8,(215),EdTech,Bangalore / Bengaluru +42 other locations
Tide - Business Management Platform,3.7,(215),FinTech,Hyderabad / Secunderabad +12 other locations
Sedin Technologies,4.4,(215),IT Services & Consulting,Chennai +5 other locations
Q3 Technologies,3.4,(215),IT Services & Consulting,Gurgaon / Gurugram +10 other locations
Jagsonpal Pharmaceuticals,3.5,(215),Pharma,New Delhi +46 other locations
Lifelong India,4.0,(215),Petrochemicals,Gurgaon / Gurugram +8 other locations
Vensa Infrastructure,4.2,(215),Real Estate,Hyderabad / Secunderabad +24 other locations
Kroll,3.4,(215),Financial Services,Mumbai +7 other locations
Steril Gene Life Sciences,3.8,(215),Pharma,Pondicherry / Puducherry +10 other locations
Mayur Uniquoters,4.0,(215),Leather,Jaipur +12 other locations
PIT Solutions,4.0,(215),IT Services & Consulting,Thiruvananthapuram +3 other locations
RSH Global,4.1,(215),FMCG,Kolkata +48 other locations
Dr Mohan's Diabetes Specialities Centre,3.6,(215),Healthcare,Chennai +36 other locations
Sun Vacuum Formers,3.9,(215),Auto Components,Gurgaon / Gurugram +9 other locations
Epicor Software Corporation,3.2,(215),IT Services & Consulting,Bangalore / Bengaluru +4 other locations
Akbar Travels,3.5,(215),Travel & Tourism,Mumbai +32 other locations
Prime Focus,3.8,(214),Animation & VFX,Mumbai +11 other locations
Sankey Solutions,3.9,(214),IT Services & Consulting,Mumbai +6 other locations
Ts Tech Sun India,4.1,(214),Automobile,Neemrana +12 other locations
Blue Cross Laboratories,3.8,(214),Pharma,Mumbai +55 other locations
SRR Projects,4.0,(215),Engineering & Construction,Hyderabad / Secunderabad +21 other locations
Indo Nissin Foods,4.1,(214),Food Processing,Bangalore / Bengaluru +41 other locations
STMicroelectronics,4.1,(214),Semiconductors,Noida +7 other locations
Mitsui O.S.K. Lines,4.0,(214),Ports & Shipping,Mumbai +16 other locations
Galaxy Weblinks,3.8,(214),IT Services & Consulting,Indore +8 other locations
SGB By BrandSafway,3.9,(214),Engineering & Construction,Hyderabad / Secunderabad +32 other locations
Nordex India,3.8,(214),Internet,Chennai +16 other locations
Hippo Homes,3.4,(214),Retail,New Delhi +15 other locations
RAXA,4.3,(214),Law Enforcement & Security,New Delhi +26 other locations
ExcelSoft Technologies,3.4,(214),IT Services & Consulting,Mysuru / Mysore +4 other locations
Pothys,4.1,(214),Fashion & Textile,Chennai +17 other locations
The Co-operative Bank,3.8,(214),Banking,Bangalore / Bengaluru +104 other locations
Indo Rama Synthetics (i),3.6,(214),Fashion & Textile,Nagpur +10 other locations
Rustomjee Group,3.9,(214),Real Estate,Mumbai +5 other locations
Bioseed,4.1,(214),Hyderabad / Secunderabad +58 other locations,Hyderabad / Secunderabad +58 other locations
Netaxis IT Solutions,3.9,(214),IT Services & Consulting,Chennai +3 other locations
Uni Cards,3.8,(214),FinTech,Bangalore / Bengaluru +8 other locations
ZeMoSo Technologies,3.4,(214),IT Services & Consulting,Hyderabad / Secunderabad +5 other locations
Reliance Smart Bazaar,4.0,(214),Retail,New Delhi +96 other locations
Fernandez Hospital,4.4,(213),Healthcare,Hyderabad / Secunderabad +1 other locations
Marquardt,3.6,(214),Auto Components,Pune +5 other locations
Neogen Chemicals,3.9,(213),Chemicals,Bharuch +8 other locations
Synthite Industries,4.1,(213),Food Processing,Kochi +17 other locations
BridgeLabz Solutions,3.4,(213),EdTech,Mumbai +9 other locations
Matix Fertilisers & Chemicals,3.7,(213),Agro Chemicals,Durgapur +15 other locations
Cleartrip,3.5,(213),Internet,Bangalore / Bengaluru +11 other locations
Stratosphere IT Services,3.3,(213),Recruitment,Hyderabad / Secunderabad +18 other locations
